"Subnum","ChoiceSet","PropOptimal","RT"
18,"AD",0.4,0.593552
18,"BD",0.64,0.77576
19,"AB",0.78,1.6558
19,"CD",0.46,1.6566
19,"CA",0.12,0.93396
19,"CB",0.52,1.32532
19,"AD",0.76,1.46564
19,"BD",0.12,1.47096
20,"AB",1,0.79816
20,"CD",0,0.96294
20,"CA",0,0.87512
20,"CB",0,1.07104
20,"AD",0.92,0.92036
20,"BD",0.32,1.36548
21,"AB",0.82,0.968421
21,"CD",0.8,1.1834
21,"CA",0.12,1.09344
21,"CB",0.24,2.20904
21,"AD",1,1.02236
21,"BD",1,1.33304
22,"AB",0.85,1.20672
22,"CD",0.7,1.85554
22,"CA",0,0.88948
22,"CB",0.96,2.05292
22,"AD",1,1.89156
22,"BD",0.04,1.8124
23,"AB",0.63,0.78322
23,"CD",0.74,0.79116
23,"CA",0.44,1.14824
23,"CB",0.64,0.77264
23,"AD",0.48,1.00928
23,"BD",0.48,0.9238
24,"AB",0.97,0.89069
24,"CD",0.02,0.90872
24,"CA",0.12,1.43828
24,"CB",1,1.37872
24,"AD",0.04,0.88468
24,"BD",0,0.71076
25,"AB",0.85,0.87996
25,"CD",0.46,1.2979
25,"CA",0.04,1.05308
25,"CB",0.32,1.1178
25,"AD",0.64,0.83848
25,"BD",0.28,1.00664
26,"AB",0.7,0.7227
26,"CD",0.7,0.76418
26,"CA",0.48,0.6658
26,"CB",0.72,0.64168
26,"AD",0.24,0.84324
26,"BD",0.48,0.62736
27,"AB",0.39,1.62445
27,"CD",1,2.69404
27,"CA",1,1.18592
27,"CB",0,1.68792
27,"AD",0,1.49796
27,"BD",1,1.04296
28,"AB",0.49,0.64951
28,"CD",0.58,0.94266
28,"CA",0.56,0.37956
28,"CB",0.4,0.48772
28,"AD",0.56,0.5159
28,"BD",0.48,0.40104
29,"AB",0.57,1.22533
29,"CD",0.62,1.34484
29,"CA",0.2,0.693
29,"CB",0.48,0.81444
29,"AD",0.64,1.251
29,"BD",0.64,0.77796
30,"AB",0.78,1.93307
30,"CD",0.8,1.59946
30,"CA",0.68,1.45744
30,"CB",0.4,1.53672
30,"AD",0.96,1.03144
30,"BD",0.92,1.18584
31,"AB",0.9,1.17104
31,"CD",0.74,0.93958
31,"CA",0.92,0.75648
31,"CB",0.92,0.93024
31,"AD",0.12,0.94136
31,"BD",0.12,0.8562
32,"AB",1,0.94579
32,"CD",1,0.87842
32,"CA",1,1.7104
32,"CB",1,1.1448
32,"AD",1,1.8678
32,"BD",0,1.888
33,"AB",0.75,0.82847
33,"CD",0.8,1.08504
33,"CA",0.76,0.72976
33,"CB",0.68,0.81208
33,"AD",1,0.86852
33,"BD",0.96,0.97996
34,"AB",0.67,1.50429
34,"CD",0.46,1.5992
34,"CA",0,1.14024
34,"CB",0,1.33892
34,"AD",0,0.97992
34,"BD",0,0.85652
35,"AB",0.48,2.055534
35,"CD",0.48,2.46958
35,"CA",0.84,1.32176
35,"CB",0.28,1.13332
35,"AD",0.12,1.93692
35,"BD",0.84,1.09252
36,"AB",0.59,1.26295
36,"CD",0.64,1.46662
36,"CA",0.44,0.96972
36,"CB",0.28,1.07108
36,"AD",0.64,0.97936
36,"BD",0.76,1.08396
37,"AB",0.69,0.6856
37,"CD",0.98,1.02816
37,"CA",0.96,0.6884
37,"CB",0.96,0.55884
37,"AD",1,1.71188
37,"BD",1,1.33512
38,"AB",0.49,0.948877
38,"CD",0.42,1.3718
38,"CA",0.4,0.60616
38,"CB",0.36,0.81264
38,"AD",0.52,0.44428
38,"BD",0.4,0.578
39,"AB",0.45,0.74796
39,"CD",0.88,1.13124
39,"CA",0.92,0.95088
39,"CB",0.88,1.00252
39,"AD",1,1.06072
39,"BD",1,0.97856
40,"AB",0.79,1.14736
40,"CD",0.9,1.605
40,"CA",1,1.05972
40,"CB",0.96,0.9716
40,"AD",0.84,1.45664
40,"BD",0.76,1.5472
41,"AB",0.65,1.064
41,"CD",0.7,0.92226
41,"CA",0.52,0.90232
41,"CB",0.52,1.06104
41,"AD",0.8,0.6584
41,"BD",0.64,0.85764
42,"AB",0.54,1.53972
42,"CD",0.84,1.69288
42,"CA",0.24,1.26908
42,"CB",0,0.89468
42,"AD",1,0.79124
42,"BD",1,1.02564
43,"AB",0.69,1.16702
43,"CD",0.76,1.04692
43,"CA",0.44,1.03308
43,"CB",0.68,1.12592
43,"AD",1,0.81176
43,"BD",0.96,1.58932
44,"AB",0.6,1.14544
44,"CD",0.72,1.44988
44,"CA",0.2,1.23472
44,"CB",0.76,1.10932
44,"AD",0.96,0.9564
44,"BD",0.92,1.0762
45,"AB",0,1.32715
45,"CD",0.98,1.92352
45,"CA",0.92,1.58188
45,"CB",0.04,0.94552
45,"AD",1,1.353
45,"BD",1,0.80776
46,"AB",0.69,1.08107
46,"CD",0.7,1.95094
46,"CA",0.96,1.313
46,"CB",0.04,1.81708
46,"AD",1,1.51676
46,"BD",0.04,1.8342
47,"AB",0.43,1.32608
47,"CD",0.48,1.60956
47,"CA",0.44,0.86108
47,"CB",0.4,0.75468
47,"AD",0.52,0.81844
47,"BD",0.68,1.10964
48,"AB",0.74,1.43273
48,"CD",0.78,1.80464
48,"CA",0.16,1.9806
48,"CB",0.96,1.61348
48,"AD",1,1.376
48,"BD",0.88,2.444
49,"AB",0.65,0.96747
49,"CD",0.64,1.32048
49,"CA",0.24,1.0496
49,"CB",0.16,3.2266
49,"AD",0.8,1.42724
49,"BD",0.68,1.44292
50,"AB",0.28,1.33695
50,"CD",0.4,1.48166
50,"CA",0.28,1.41056
50,"CB",0.2,0.98688
50,"AD",0.08,1.15676
50,"BD",0.52,0.95108
